video_id,author_name,comment_text,clean_text,comment_date,comment_likes,replies,engagement,log_likes,log_replies,log_engagement,likes_capped,replies_capped,engagement_capped,word_count,char_len,caps_ratio,aggressive_punct,has_caps,has_aggressive_punct,high_caps,emoji_count,has_emoji,candidate_mentioned,video_title,video_url,sentiment_score,sentiment_label
_AkLQ7SIiiQ,@al3xxagia,"Sper sa ai dreptate, eu sunt foarte panicata sincer.","Sper sa ai dreptate, eu sunt foarte panicata sincer.",2025-05-14 13:32:49+00:00,96,4,100,4.574710978503383,1.6094379124341005,4.61512051684126,96.0,4,100.0,9,52,0.0,0,0,0,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.8448798656463623,negative
_AkLQ7SIiiQ,@ElenaVancea-j2l,Bravo tinere!Din suflet mi-ași dori ca țara mea să aibe cât  mai mulți tineri ca tine.Mi se pare căci sunt din ce în ce mai puțini.Încă odată BRAVO !!,Bravo tinere!Din suflet mi-ași dori ca țara mea să aibe cât mai mulți tineri ca tine.Mi se pare căci sunt din ce în ce mai puțini.Încă odată BRAVO !!,2025-05-17 12:43:38+00:00,95,1,96,4.564348191467836,0.6931471805599453,4.574710978503383,95.0,1,96.0,29,149,0.0344827586206896,2,1,1,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.7466480731964111,negative
_AkLQ7SIiiQ,@overtheredsky,"Sunt din diaspora si parintii mei o sa-l voteze fix pe Simion. De vreo luna in continuu aud numai realitatea tv live venind din sufragerie si sunt deja disperata. Am incercat sa o conving pe mama (tata e prea unga bunga ca sa asculte) si nu am cu cine. E un vot exact asa cum ai spus, sentimental. 

 Nu inteleg ce vad la el, eu cu cat vad si aud mai mult de el, mai putin vreau sa il votez. Am ajuns într-un punct unde nu stiu mare lucru de Nicusor dar stiu ca o sa il votez pentru ca il cunosc pe Simion. Sa se termine odata votarile va rog. De abia astept ziua de 18.

Edit: au trecut alegerile si inca ascult de statul paralel de la realitatea tv live din sufragerie. Ma gandesc sa blochez internetul de pe tv si sa ma fac ca s-a stricat televizorul.","Sunt din diaspora si parintii mei o sa-l voteze fix pe Simion. De vreo luna in continuu aud numai realitatea tv live venind din sufragerie si sunt deja disperata. Am incercat sa o conving pe mama (tata e prea unga bunga ca sa asculte) si nu am cu cine. E un vot exact asa cum ai spus, sentimental. Nu inteleg ce vad la el, eu cu cat vad si aud mai mult de el, mai putin vreau sa il votez. Am ajuns într-un punct unde nu stiu mare lucru de Nicusor dar stiu ca o sa il votez pentru ca il cunosc pe Simion. Sa se termine odata votarile va rog. De abia astept ziua de 18. Edit: au trecut alegerile si inca ascult de statul paralel de la realitatea tv live din sufragerie. Ma gandesc sa blochez internetul de pe tv si sa ma fac ca s-a stricat televizorul.",2025-05-14 19:26:42+00:00,85,18,103,4.454347296253507,2.9444389791664403,4.6443908991413725,85.0,18,103.0,150,750,0.0,0,0,0,0,0,0,both,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.8377288579940796,negative
_AkLQ7SIiiQ,@astravioleta,"Multumesc pentru acest material,  eu l-am votat pe Nicusor Dan si il votez din nou- un om decent, muncitor si educat care poate obtine credibilitate externa pentru Romania. Insa am incercat sa gasesc informatii despre istoria contracandidatului lui si sa inteleg de ce oamenii voteaza pe dl Simion, un personaj agresiv,  inconsistent cu el insusi si ma abtin sa spun mai mult pentru ca nu vreau sa-i jignesc alegatorii, unii dintre dansii oameni muncitori, care au suferit.  Materialul dvs e f bine documentat, felicitari, imi da multa incredere in tinerii Romaniei!","Multumesc pentru acest material, eu l-am votat pe Nicusor Dan si il votez din nou- un om decent, muncitor si educat care poate obtine credibilitate externa pentru Romania. Insa am incercat sa gasesc informatii despre istoria contracandidatului lui si sa inteleg de ce oamenii voteaza pe dl Simion, un personaj agresiv, inconsistent cu el insusi si ma abtin sa spun mai mult pentru ca nu vreau sa-i jignesc alegatorii, unii dintre dansii oameni muncitori, care au suferit. Materialul dvs e f bine documentat, felicitari, imi da multa incredere in tinerii Romaniei!",2025-05-14 19:49:35+00:00,75,0,75,4.330733340286331,0.0,4.330733340286331,75.0,0,75.0,91,563,0.0,1,0,1,0,0,0,both,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.8818097114562988,positive
_AkLQ7SIiiQ,@St.lucia13,mie imi plac olchelarii!! :)))) dar si acest video foarte bine documentat. l am vazut si ieri live. “jos palaria!”,mie imi plac olchelarii!! :)))) dar si acest video foarte bine documentat. l am vazut si ieri live. “jos palaria!”,2025-05-14 12:30:36+00:00,73,0,73,4.30406509320417,0.0,4.30406509320417,73.0,0,73.0,20,114,0.0,2,0,1,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.9719298481941223,positive
_AkLQ7SIiiQ,@danvasii9884,"Simion este girueta politică ideală: cum bate vântul, așa se învârte și el... iar când bate vânt puternic împotriva învârtiților, se pliază și dispare strategic, evitând orice confruntare publică la TV","Simion este girueta politică ideală: cum bate vântul, așa se învârte și el... iar când bate vânt puternic împotriva învârtiților, se pliază și dispare strategic, evitând orice confruntare publică la TV",2025-05-14 12:50:23+00:00,70,1,71,4.262679877041316,0.6931471805599453,4.276666119016055,70.0,1,71.0,31,201,0.032258064516129,0,1,0,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.5542645454406738,positive
_AkLQ7SIiiQ,@adriann1496,"George Simion este astazi ce a fost Iurie Roşca pentru moldoveni in anii 2000. Un unionist cu steaguri românesti de fațadă , dar defapt el era javra fsb ului.","George Simion este astazi ce a fost Iurie Roşca pentru moldoveni in anii 2000. Un unionist cu steaguri românesti de fațadă , dar defapt el era javra fsb ului.",2025-05-14 12:38:05+00:00,67,8,75,4.219507705176107,2.19722457733622,4.330733340286331,67.0,8,75.0,29,158,0.0,0,0,0,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.5147004723548889,negative
_AkLQ7SIiiQ,@ic3angelxx,"Bro fara tine si altii care au o gandire critica eram in noroi ma jur:),Multumim pt efortul depus mare like de la mine!","Bro fara tine si altii care au o gandire critica eram in noroi ma jur:),Multumim pt efortul depus mare like de la mine!",2025-05-14 21:19:14+00:00,59,2,61,4.0943445622221,1.0986122886681098,4.127134385045092,59.0,2,61.0,23,119,0.0,1,0,1,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.9157005548477173,positive
_AkLQ7SIiiQ,@poroteodor4502,Sherpalaaau🐍🐍🐍🐍🐍isi schimba valorile mai des decat imi schimb eu sosetele,Sherpalaaau🐍🐍🐍🐍🐍isi schimba valorile mai des decat imi schimb eu sosetele,2025-05-14 13:11:06+00:00,58,0,58,4.07753744390572,0.0,4.07753744390572,58.0,0,58.0,10,73,0.0,0,0,0,0,1,1,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.6730213761329651,positive
_AkLQ7SIiiQ,@DasGlasperlenspiel2333,"Felicitări, Silviu, pentru spiritul civic și pentru curaj! O sinteză excelentă!","Felicitări, Silviu, pentru spiritul civic și pentru curaj! O sinteză excelentă!",2025-05-15 07:38:56+00:00,57,0,57,4.060443010546419,0.0,4.060443010546419,57.0,0,57.0,11,79,0.0,2,0,1,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.9841321706771851,positive
_AkLQ7SIiiQ,@urmfhlfh,"Decât un om care se poartă după cum bate vântul, mai sigur votăm Nicușor.","Decât un om care se poartă după cum bate vântul, mai sigur votăm Nicușor.",2025-05-14 14:34:56+00:00,57,1,58,4.060443010546419,0.6931471805599453,4.07753744390572,57.0,1,58.0,14,73,0.0,0,0,0,0,0,0,dan,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.8580722808837891,negative
_AkLQ7SIiiQ,@layzsnail7375,"Multumim pentru aceste informatii! Sa speram ca nu va fi mai rau dupa aceste alegeri, ca bine oricum nu va fi in viitorul apropiat. Iesim la vot, votam cu creierul, bagam si o rugaciune ca poate, poate ne aude cineva de sus si vom munci in continuare pt binele tarii si al romanilor nostri. Aurul olimpic ftw!","Multumim pentru aceste informatii! Sa speram ca nu va fi mai rau dupa aceste alegeri, ca bine oricum nu va fi in viitorul apropiat. Iesim la vot, votam cu creierul, bagam si o rugaciune ca poate, poate ne aude cineva de sus si vom munci in continuare pt binele tarii si al romanilor nostri. Aurul olimpic ftw!",2025-05-14 12:39:31+00:00,51,1,52,3.951243718581428,0.6931471805599453,3.970291913552122,51.0,1,52.0,57,309,0.0,2,0,1,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.6463035345077515,positive
_AkLQ7SIiiQ,@itzteo24,ce ochelari ai silviule m-ai omorat 🤣🤣👑,ce ochelari ai silviule m-ai omorat 🤣🤣👑,2025-05-14 12:17:34+00:00,51,2,53,3.951243718581428,1.0986122886681098,3.9889840465642745,51.0,2,53.0,7,39,0.0,0,0,0,0,1,1,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.5944469571113586,positive
_AkLQ7SIiiQ,@cosu2004,"Asta-i material de prezentat in scoli, la ora de dirigentie, educatie civica, chiar si la istorie! 👌","Asta-i material de prezentat in scoli, la ora de dirigentie, educatie civica, chiar si la istorie! 👌",2025-05-15 12:10:39+00:00,41,1,42,3.737669618283368,0.6931471805599453,3.7612001156935615,41.0,1,42.0,17,100,0.0,1,0,1,0,1,1,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.939211905002594,positive
_AkLQ7SIiiQ,@gabrieladoe5511,"Multumesc pentru documentare! Fiind parte din diaspora, nu imi doresc case fictive de €1... probabil ca nici nu o sa ma intorc; dar, ca cetatean roman, vreau sa am optiunea de a ma intoarce acasa si sa fie din ce in ce mai bine... vreau ca familia si prietenii mei din Romania sa fie bine. George Simion are un caracter duplicitar (sunt amabila, aici), golenesc, las, agresiv - dovedit. Nu inteleg spalarea asta pe creier, cand sunt dovezi clare. Avem de ales dintre 2 oameni, ""vrem, nu vrem"", iar Simion ar trebui sa fie evident incadrat la ""nu vrem"".","Multumesc pentru documentare! Fiind parte din diaspora, nu imi doresc case fictive de €1... probabil ca nici nu o sa ma intorc; dar, ca cetatean roman, vreau sa am optiunea de a ma intoarce acasa si sa fie din ce in ce mai bine... vreau ca familia si prietenii mei din Romania sa fie bine. George Simion are un caracter duplicitar (sunt amabila, aici), golenesc, las, agresiv - dovedit. Nu inteleg spalarea asta pe creier, cand sunt dovezi clare. Avem de ales dintre 2 oameni, ""vrem, nu vrem"", iar Simion ar trebui sa fie evident incadrat la ""nu vrem"".",2025-05-14 20:52:54+00:00,41,0,41,3.737669618283368,0.0,3.737669618283368,41.0,0,41.0,99,552,0.0,1,0,1,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.6979866623878479,positive
_AkLQ7SIiiQ,@Alex-yg7nw,Simion George este presedintele soboloanilor!,Simion George este presedintele soboloanilor!,2025-05-14 12:12:08+00:00,38,0,38,3.6635616461296463,0.0,3.6635616461296463,38.0,0,38.0,5,45,0.0,1,0,1,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.9239159226417542,negative
_AkLQ7SIiiQ,@antoniapopa946,"Sunt o persoană de etnie maghiară și, cu respect pentru etnia mea, nu aș vota niciodată în viața asta cu Simion. Cu omul care a injurat maghiarii și toate etniile din România. De fiecare dată când aud în Arad că oameni de etnie votează Simion, îmi pierd speranța! Bravo Silviu pentru acest material! Sperăm să își deschidă lumea ochii! 🫶🏻🙏🏼 pace tuturor!","Sunt o persoană de etnie maghiară și, cu respect pentru etnia mea, nu aș vota niciodată în viața asta cu Simion. Cu omul care a injurat maghiarii și toate etniile din România. De fiecare dată când aud în Arad că oameni de etnie votează Simion, îmi pierd speranța! Bravo Silviu pentru acest material! Sperăm să își deschidă lumea ochii! 🫶🏻🙏🏼 pace tuturor!",2025-05-15 15:26:38+00:00,37,5,42,3.6375861597263857,1.791759469228055,3.7612001156935615,37.0,5,42.0,62,354,0.0,4,0,1,0,1,1,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.5721389651298523,positive
_AkLQ7SIiiQ,@georgemsj2065,"Păcat ca nu se uita mai mulți extremiști la acest material... noi, am înțeles ideea","Păcat ca nu se uita mai mulți extremiști la acest material... noi, am înțeles ideea",2025-05-14 17:36:53+00:00,35,4,39,3.58351893845611,1.6094379124341005,3.688879454113936,35.0,4,39.0,15,83,0.0,0,0,0,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.8523938059806824,positive
_AkLQ7SIiiQ,@ionutrosalim283,"Ieri live, azi video. Apreciem seriozitatea si rapiditatea","Ieri live, azi video. Apreciem seriozitatea si rapiditatea",2025-05-14 12:14:01+00:00,35,0,35,3.58351893845611,0.0,3.58351893845611,35.0,0,35.0,8,58,0.0,0,0,0,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.8672755360603333,positive
_AkLQ7SIiiQ,@catalinporumbu,"Asteaptă te la surprize din diaspora. Placute. Crezi ca nouă, celor normali, nu ne e rușine de ce s a votat la noi in diaspora? Participarea va fi mult mai mare. Si mai bună!","Asteaptă te la surprize din diaspora. Placute. Crezi ca nouă, celor normali, nu ne e rușine de ce s a votat la noi in diaspora? Participarea va fi mult mai mare. Si mai bună!",2025-05-14 12:22:59+00:00,29,7,36,3.4011973816621555,2.079441541679836,3.610917912644224,29.0,7,36.0,34,174,0.0,2,0,1,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.5951027870178223,negative
_AkLQ7SIiiQ,@Om_Liber,"Incredibile,video de văzut în loc de ora de română
 Poftă bună la toți, chiar și de la liceu","Incredibile,video de văzut în loc de ora de română Poftă bună la toți, chiar și de la liceu",2025-05-14 13:02:18+00:00,28,0,28,3.367295829986474,0.0,3.367295829986474,28.0,0,28.0,18,91,0.0,0,0,0,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.9574850797653198,positive
_AkLQ7SIiiQ,@neneasandu,1 like = 1 tona de branza imputita pentru simion,1 like = 1 tona de branza imputita pentru simion,2025-05-14 12:20:53+00:00,26,0,26,3.295836866004329,0.0,3.295836866004329,26.0,0,26.0,10,48,0.0,0,0,0,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.9515677094459534,negative
_AkLQ7SIiiQ,@sybex200,"Sincer, cred ca Simion a primit mai multa atentie decat era nevoie de la presa si mass media. Ce-ar fi sa nu i se mai dea importanta,si sa se vorbeasca despre olimpicii Romaniei tot la fel de mult.","Sincer, cred ca Simion a primit mai multa atentie decat era nevoie de la presa si mass media. Ce-ar fi sa nu i se mai dea importanta,si sa se vorbeasca despre olimpicii Romaniei tot la fel de mult.",2025-05-14 13:13:07+00:00,26,6,32,3.295836866004329,1.9459101490553128,3.49650756146648,26.0,6,32.0,38,197,0.0,0,0,0,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.6749961376190186,positive
_AkLQ7SIiiQ,@alexandratds9791,"Wow, sunt impresionata - e cea mai buna si dovedita analiza a cine e Simion & Co !!","Wow, sunt impresionata - e cea mai buna si dovedita analiza a cine e Simion & Co !!",2025-05-16 12:20:24+00:00,25,0,25,3.258096538021482,0.0,3.258096538021482,25.0,0,25.0,18,83,0.0,1,0,1,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.9145839810371399,positive
_AkLQ7SIiiQ,@Younes_J.03,"Pe lângă toate subiectele discutate în video, puteți căuta și ""George Simion și neolegionarii din Dobrogea"", un reportaj apărut astăzi.","Pe lângă toate subiectele discutate în video, puteți căuta și ""George Simion și neolegionarii din Dobrogea"", un reportaj apărut astăzi.",2025-05-14 12:27:00+00:00,25,4,29,3.258096538021482,1.6094379124341005,3.4011973816621555,25.0,4,29.0,20,135,0.0,0,0,0,0,0,0,simion,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.7628756165504456,positive
_AkLQ7SIiiQ,@traianette,Sper sa ai dreptate. Dar ma sperie ce vad prin comentarii pe rețele. Sper doar ca la vot sa vină acea parte din populatie care nu e vocala pe rețele si care poate face diferența.,Sper sa ai dreptate. Dar ma sperie ce vad prin comentarii pe rețele. Sper doar ca la vot sa vină acea parte din populatie care nu e vocala pe rețele si care poate face diferența.,2025-05-14 13:09:30+00:00,24,1,25,3.218875824868201,0.6931471805599453,3.258096538021482,24.0,1,25.0,35,178,0.0,0,0,0,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.7086049318313599,negative
_AkLQ7SIiiQ,@vladdutztb,Multumim pentru material! Sincer m-am saturat sa tot caut dovezi pentru argumente. Asta va fi singurul argument de azi!,Multumim pentru material! Sincer m-am saturat sa tot caut dovezi pentru argumente. Asta va fi singurul argument de azi!,2025-05-14 18:26:16+00:00,24,1,25,3.218875824868201,0.6931471805599453,3.258096538021482,24.0,1,25.0,19,119,0.0,2,0,1,0,0,0,none,GEORGE SIMION,https://www.youtube.com/watch?v=_AkLQ7SIiiQ,0.7496469020843506,positive
