Video ID,Author Name,Comment Text,Comment Date,Comment Likes,Replies,Is Creator
_1lKwm3VSgw,@healyouhealtheworld9600,ND 🎉🎉🎉,2025-05-18T19:15:23Z,32,0,False
_1lKwm3VSgw,@sorindrutu,"Am votat ND! Așa cum am scris dimineata acest Golanas,-circar numit georgica  a primit factura minciunilor promovate! A devenit amintire!",2025-05-18T20:28:03Z,30,1,False
_1lKwm3VSgw,@lucivintan6021,Romanii inteligenti din Spania au votat Nicusor Dan! Bravo!,2025-05-18T19:53:01Z,27,3,False
_1lKwm3VSgw,@greenthumb821,"Bravooo Nicusor ❤️
Noul presedinte Al Romaniei. ❤️",2025-05-18T20:38:52Z,24,2,False
_1lKwm3VSgw,@johntaylor5925,Am pus sampania la rece.Hai Nicusor🎉,2025-05-18T19:50:12Z,24,0,False
_1lKwm3VSgw,@marinkamarinka8552,🙏❤️Nicușor Dan,2025-05-18T19:30:51Z,24,0,False
_1lKwm3VSgw,@gheorghegaitan3594,Diaspora à ciuruit,2025-05-18T19:11:00Z,23,2,False
_1lKwm3VSgw,@gabrielbalog1994,"Normal, foarte inteligent domnule presedinte!👏",2025-05-18T19:13:51Z,22,1,False
_1lKwm3VSgw,@kafka27,"In urmåtorii 5 ani, Romanica så facå ciocu' mic si så nu se mai plangå de nimic.",2025-05-18T22:59:50Z,22,9,False
_1lKwm3VSgw,@IulainVoicu,vai de capul vostru daca iese nicușor dan ...sa vedeti ce o sa plangetiii ...va meritati inca o data soarta,2025-05-18T19:29:57Z,22,6,False
_1lKwm3VSgw,@RickyMic,"""Cine nu are un batran, sa si-l cumpere""! Dl. Basescu este de departe cel mai fin analist politic al vremurilor noastre! Bravo, Base!👏",2025-05-19T00:21:18Z,21,3,False
_1lKwm3VSgw,@claudiustefani668,Cele doua televiziuni trebuie inchise!,2025-05-18T20:44:42Z,21,1,False
_1lKwm3VSgw,@greenthumb821,"BRAVOOO NICUSOR ❤️ 
A castigat sigur ❤️",2025-05-18T20:37:37Z,21,0,False
_1lKwm3VSgw,@gigiduruboss2564,Din Spania am votat Nicusor Dan🎉🎉🎉,2025-05-18T20:32:53Z,19,1,False
_1lKwm3VSgw,@dorinacostea2915,ROMANIA TE IUBESC! AM INVINS DICTATURA!✌️🇦🇩FELICITARI DLE PRESEDINTE NICUSOR DAN !,2025-05-18T20:21:24Z,18,2,False
_1lKwm3VSgw,@alexandruionica5070,Trăiasca România europeană !,2025-05-18T22:42:31Z,17,1,False
_1lKwm3VSgw,@japjap1146,Simion la tomberon,2025-05-18T20:34:08Z,17,0,False
_1lKwm3VSgw,@AncadeliaBurghelea,"Noi ,cei cu minti limpezi și judecata bună, vrem sa trăim în ROMÂNIA, nu în Românica Cei care ne îndeamnă "" sa facem ciocul mic "" ar fi bine sa si vadă de treburile lor",2025-05-19T03:10:11Z,16,0,False
_1lKwm3VSgw,@chriaolsk,Sistemul corupt sia pus omul la butoane sa facut fraudă,2025-05-18T19:49:04Z,16,9,False
_1lKwm3VSgw,@penciucostel1908,VIVA ROMANIA ❤❤❤❤❤...UN VIITOR ADEVARAT PENTRU ROMANIA ❤❤❤,2025-05-18T20:46:35Z,15,1,False
_1lKwm3VSgw,@vioricabica6958,🙏🙏🙏🙏🙏🙏 Nicusor Dan Presedinte bafta,2025-05-18T19:36:52Z,15,0,False
_1lKwm3VSgw,@TRANZIT-jm2ft,"Simioane , te ai dus plii de suflet garoiule !!!",2025-05-18T19:58:12Z,14,1,False
_1lKwm3VSgw,@auramocanu824,Victorie❤,2025-05-18T19:46:38Z,14,0,False
_1lKwm3VSgw,@jordijordi7636,Simion Președinte al României ! Victorie!,2025-05-18T19:33:37Z,14,4,False
_1lKwm3VSgw,@doinitaifrim5955,"MULT REPECT DL BASESCU,CEL MAI BUN PRESEDINTE A ROMANIEI PINA ACUM,SI CU FOARTE MULTA EXPERIENTA!!❤",2025-05-18T21:06:38Z,14,0,False
_1lKwm3VSgw,@geocalinadumitru8946,Are dreptate dnul Băsescu  INTELIGENȚA FACE DIFERENȚA,2025-05-19T08:59:09Z,13,0,False
_1lKwm3VSgw,@penciucostel1908,COMPLIMENTI DOMNULE BASESCU ❤❤❤❤❤❤❤...UN SALUT CALDUROS DE LA ROMA....VIVA PIRATUL ROMANIEI...❤❤,2025-05-18T20:44:33Z,13,1,False
_1lKwm3VSgw,@valentinfloroiu523,Nicusor dan presedinte !!!!!!!,2025-05-18T20:52:11Z,13,1,False
_1lKwm3VSgw,@Mona-yr2sg,Vaii de rominii ei nu au fost unit nici o data pacat,2025-05-18T19:23:52Z,13,1,False
_1lKwm3VSgw,@cristiantohatan2302,Felicitari Nicusor Dan. Multe multumiri tuturor oamenilor care au votat democratia si progresul Romaniei :),2025-05-18T21:39:37Z,12,2,False
_1lKwm3VSgw,@Mona-yr2sg,Are dreptate barsescu ista ii in stare de ori ce,2025-05-18T19:21:48Z,12,1,False
_1lKwm3VSgw,@GAMERULmihai,Bravo Nicusor! Noul presedinte pentru urmatorii 10 ani! BINE MAAAAA!!!!!,2025-05-18T19:57:38Z,12,1,False
_1lKwm3VSgw,@ZatingaVasile,"BĂSESCU  ,A  INTRAT  FRICA ,CĂ VEI PLĂTI ,",2025-05-18T19:24:10Z,12,2,False
_1lKwm3VSgw,@mariacaunei2155,"Pai daca lati pus pe nicusor in locul lui cum sa nu faca scandal.SIMION trebuia sa aiba 53 si Nicusor 43,44 dar voi minciunosilor ati schimbat locurile cei greu de inteles asta asa au facut si cu CRIN ce credeti ca noi suntem prosti si nu vedem asta",2025-05-18T19:16:42Z,12,6,False
_1lKwm3VSgw,@ginahelbling-goanta7449,"Domnule presedinte, va ascult intodeauna cu mare interes si deosebita placere!  Va admir cu mult respect!",2025-05-18T20:54:33Z,12,0,False
_1lKwm3VSgw,@cristicristi2394,"Minte asta de înghețată oceanul, spune frate că ați furat de ați rupt!",2025-05-18T21:27:44Z,11,2,False
_1lKwm3VSgw,@gheorghegheorge3349,Basescu ie un magar de sarlatan nu putem se scapm de sarlatan,2025-05-18T19:16:05Z,11,0,False
_1lKwm3VSgw,@valentinmarianchitu7558,Simion😢 .Nu renunța . Sunt lângă tine,2025-05-18T19:24:33Z,10,4,False
_1lKwm3VSgw,@ConstructeurGlobal,Felicitari  Nicusor  Daniel,2025-05-18T20:59:50Z,9,0,False
_1lKwm3VSgw,@aggrecu73,ai recuperat de doua ori tot cu securitatea....,2025-05-18T19:32:29Z,9,0,False
_1lKwm3VSgw,@ZatingaVasile,"BĂSESCU,  ,IUDA VÎNZĂTORUL  BLESTEMAT",2025-05-18T19:22:45Z,9,0,False
_1lKwm3VSgw,@petresolomon5193,Mars,2025-05-18T19:37:11Z,8,1,False
_1lKwm3VSgw,@edmondsimonet464,Simion a  câştigat.,2025-05-18T19:36:22Z,8,2,False
_1lKwm3VSgw,@matusanumonica4634,"Dobitoci, tot dobitoci .Bravo Nicușor",2025-05-18T21:05:02Z,8,0,False
_1lKwm3VSgw,@anaGrijincu-q2x,Taci Băsescu ca ești trecut de realitate nu știi cei cu tine,2025-05-18T19:12:47Z,8,3,False
_1lKwm3VSgw,@LivadaMaria,"Felicitari Nicusor Dan. Impreuna incepem sa facem o politica de calitate atat in Romania, cat si peste hotare. Important nu cine conduce, ci cine castiga si mai ales cum si ce conduce 🛸...Oh politica de calitate globala 🛸,  incepand cu tara mea natala, Romania. [Nu mai faceti scandaluri, tiganie...]. Si mai 🦋 ales nu-l uitati pe Dumnezeu care se exprima prin mine. 🧘‍♂️. Multumesc.",2025-05-18T22:03:17Z,7,2,False
_1lKwm3VSgw,@vioricaculisniuc7228,Am votat cu Shimbarea dar hoției e pre mare!,2025-05-18T19:37:27Z,7,1,False
_1lKwm3VSgw,@vasilicapopescu2013,Sa făcut șmecherii sigur!👎👎😡😡😡😡,2025-05-18T19:20:13Z,7,1,False
_1lKwm3VSgw,@SilviaZlat-qp8zh,MARȘ MĂ INFORMATORULE,2025-05-19T01:09:46Z,7,1,False
_1lKwm3VSgw,@radiokiler66,Sistemul .Tara ratata.,2025-05-18T19:34:45Z,7,1,False
_1lKwm3VSgw,@anaciontea4912,"A castigat, soros!😮😮😮",2025-05-18T23:38:10Z,7,2,False
_1lKwm3VSgw,@Sarmisegetuza,"Bravo ND
SPER SĂ SCĂPĂM DE TOȚI DACOPAȚII ĂIA CARE URLAU PE LA PROTESTE",2025-05-18T20:01:18Z,7,0,False
_1lKwm3VSgw,@carmenlascateu6980,Tu nu te pui cu poporul !,2025-05-18T19:45:13Z,7,0,False
_1lKwm3VSgw,@jordijordi7636,Atentie nu Simion a aprobat mitingul in București ci Nicușor!,2025-05-18T19:34:49Z,7,0,False
_1lKwm3VSgw,@IoanaIoana-z4r,Rezervor al nehotărâților sau  al corupților ?,2025-05-18T21:10:33Z,7,0,False
_1lKwm3VSgw,@stefanmarian5640,Pieleanu chemat in emisiune tocmai in seara asta ! Bravo baieti ... tineti o tot asa ! Rusine baa borfasilor !,2025-05-18T20:14:54Z,7,0,False
_1lKwm3VSgw,@mickyblacky2462,Ati furat voturile ‼️,2025-05-18T20:54:23Z,7,1,False
_1lKwm3VSgw,@doruparaschiv5686,Securiștii in acțiune.Basescu a câștigat tot timpul cu cei plecați din țară,2025-05-18T20:00:05Z,7,0,False
_1lKwm3VSgw,@MarinelaRincu-n1y,Luvat-ii sticla este beat !!,2025-05-18T19:44:54Z,7,0,False
_1lKwm3VSgw,@Sandra053,Ca de obicei Basescu are dreptate in tot ceea ce spune!,2025-05-18T21:48:27Z,6,1,False
_1lKwm3VSgw,@raduargyelan1961,💪💪💪💪💪💪💪💪💪💪💪💪❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ România te iubesc din tot sufletul !!!,2025-05-18T21:20:08Z,6,0,False
_1lKwm3VSgw,@ahtevreau2943,Am învins Nicușor Dan Președinte ❤,2025-05-18T22:51:17Z,6,0,False
_1lKwm3VSgw,@GrigoreDinu-u5t,Mucusor va pierde,2025-05-18T19:28:09Z,6,1,False
_1lKwm3VSgw,@mickyblacky2462,Diaspora a votat George Simion ‼️,2025-05-18T20:55:58Z,6,2,False
_1lKwm3VSgw,@florinselestean265,Sa furat la greu,2025-05-18T19:24:08Z,6,0,False
_1lKwm3VSgw,@rosucosta8171,Firenze 10 voturi 🎉🎉🎉 N  D,2025-05-18T21:59:10Z,5,0,False
_1lKwm3VSgw,@gyongyikatalincioarbananas9724,"POFTĂ BUNĂ LA MUCII LUI MUCUȘOR! PENTRU SĂRĂCIE, RĂZBOAIE, MINCIUNI, HOȚII CU NICUȘOR, TOT ÎNAINTE! MULT NOROC!",2025-05-18T20:01:35Z,5,1,False
_1lKwm3VSgw,@irinapreda5936,Nu va saturati de furat pismas pe voi,2025-05-18T19:53:22Z,5,1,False
_1lKwm3VSgw,@ConstantinFotiniuc-g6u,DAR CE SA NUMARAT VOTURILE CA SA FIE MUCEA PRESEDINTE,2025-05-18T19:20:42Z,5,1,False
_1lKwm3VSgw,@ciuzdamm,2 Curve!!!,2025-05-18T19:33:13Z,5,0,False
_1lKwm3VSgw,@jordijordi7636,Presa nu informati corect!,2025-05-18T19:35:21Z,5,0,False
_1lKwm3VSgw,@Mk-vk4nw,Vine chioru cu vaporul,2025-05-18T19:16:52Z,5,6,False
_1lKwm3VSgw,@MirelGrigoruta-sj8tr,Marș,2025-05-18T19:25:00Z,5,0,False
_1lKwm3VSgw,@dandume4065,Un gunoi de om Băsescu,2025-05-18T19:22:08Z,5,0,False
_1lKwm3VSgw,@iongavriloaie1520,😂😂😂😂 marș chiorule,2025-05-18T19:17:49Z,5,0,False
_1lKwm3VSgw,@GhitaBordianu,Îi au pe Francezi.,2025-05-18T20:13:45Z,4,1,False
_1lKwm3VSgw,@mihaimihai8593,NICUȘOR DAN PREȘEDINTELE ROMÂNIEI RESTUL E TĂCERE,2025-05-18T19:34:34Z,4,0,False
_1lKwm3VSgw,@adrianmarin1078,VICTORIEEEEEE BRAVO ROMANII MEI DESTEPTI !!!,2025-05-19T10:06:38Z,4,0,False
_1lKwm3VSgw,@sasule2306,Base de ce nu avem. La. M. Neagra nave? Olanda... Rusine,2025-05-18T20:00:13Z,4,0,False
_1lKwm3VSgw,@mariaavram7766,Rușine o țară plină de datori și plinǎ de oameni amărâți care trăiesc la lumitǎ de pe o lună pe alta 😢,2025-05-18T20:34:25Z,4,1,False
_1lKwm3VSgw,@costelcretu8036,Marsi secûristule,2025-05-18T19:48:28Z,4,1,False
_1lKwm3VSgw,@ioanaizabbaby2533,DIÀSPORA a votat calea europei Nicusor 🙏🙏💪🙏,2025-05-18T21:57:47Z,4,0,False
_1lKwm3VSgw,@mihaitanasuica2154,"simion ti ai taiat singur craca de sub picioare in ultima saptamana . acum platesti ,",2025-05-18T19:54:13Z,4,1,False
_1lKwm3VSgw,@stelutadocan1950,petrov la Jilava😁🤑🤢labe1😁🤑🤢turnatorii la puscarir,2025-05-18T19:43:32Z,4,1,False
_1lKwm3VSgw,@natalianatalia6923,"TRĂIASCĂ TEL.REALITATEA PLUS, ROMANIA TV ❤",2025-05-19T01:38:38Z,4,0,False
_1lKwm3VSgw,@trampero5488,Ce batuta va lua simion de nu se vede acum ii Ia pe scutieri cu pofta,2025-05-18T19:37:49Z,4,0,False
_1lKwm3VSgw,@Anonimous8803,voi nu realizați ce-o să se întâmple cu ND președinte.  sunteți rupți de realitatea.  o sa plângeți  si o să vă băgați unghia în gât.  rămân la putere tot cei care ne-au slugarit  . vai de capul vostru de inconștienți,2025-05-18T21:01:41Z,4,0,False
_1lKwm3VSgw,@arcadiealbu6142,Securistule !!!! Ai pierdut !!!!,2025-05-18T19:21:34Z,4,0,False
_1lKwm3VSgw,@ileanavrancianu9866,Ati furat din nou hotilor,2025-05-18T21:54:16Z,4,0,False
_1lKwm3VSgw,@lenutaiordache4851,NUsepta intra pe grupurile lui Sim.pentru că te împroșcau cu noroi și te făceau întoate felurile !Victorie !👏🙏🏻,2025-05-18T22:01:47Z,3,0,False
_1lKwm3VSgw,@MireaPetrica-b6s,Cel mai bun președinte Traian Băsescu și urmașul lui Nicușor Dan 🎉🎉🎉🎉🎉 doi patrioți.,2025-05-19T03:23:52Z,3,0,False
_1lKwm3VSgw,@TudorMormonea,Aduceți poliție din Franța.,2025-05-18T19:49:45Z,3,2,False
_1lKwm3VSgw,@MaricelaBran-y1j,Felicitări pentru cát sa furat... adevàrul doare și sperie pe mulți...cu Dumnezeu ánainte...El nu ne va tràda niciodată...,2025-05-18T21:00:01Z,3,1,False
_1lKwm3VSgw,@Ezechel34,Presedinte Simion,2025-05-18T19:38:38Z,3,1,False
_1lKwm3VSgw,@ionutnicolescu537,Bravo Nicușor să-ți dea Dumnezeu sănătate până mâine.🎉,2025-05-18T21:19:05Z,3,1,False
_1lKwm3VSgw,@bobenonbob,"9 Martie: 
Cioc, cioc la Cotroceni! 
-Cine e?
-Nu Georgescu!
18 Mai:
Cioc, cioc la Cotroceni!
-Cine e?
-Nici Simion!",2025-05-18T22:45:57Z,3,3,False
_1lKwm3VSgw,@LivadaMaria,Buna ziua Dl Basescu 😊.,2025-05-18T22:04:08Z,3,0,False
_1lKwm3VSgw,@dguBeskonechnyy,Dar cât s-a furat în România???,2025-05-18T20:06:52Z,3,0,False
_1lKwm3VSgw,@mariangabrielvasile652,"Bai birfasilor, aveti rabdare",2025-05-18T19:38:51Z,3,0,False
_1lKwm3VSgw,@ZambreaClaudiu,Nici fata de presedinte nai de cavou😂😂😂,2025-05-18T20:32:06Z,3,1,False
_1lKwm3VSgw,@nika_dld.,Simion este președinte așa jos Psd PNL USR 😢😢😢,2025-05-18T19:58:49Z,3,1,False
_1lKwm3VSgw,@Orion2359,Basescu este beat acum!,2025-05-18T19:43:25Z,3,1,False
_1lKwm3VSgw,@alecsa13,Jigodie!!!,2025-05-18T20:02:02Z,3,0,False
_1lKwm3VSgw,@gabrielataga1412,Marssssss futuva in gat,2025-05-18T19:52:27Z,3,2,False
_1lKwm3VSgw,@ionicaagache694,SE POATE CU FURTURILE VOASTRE SE SECURISTI,2025-05-18T20:27:47Z,3,0,False
_1lKwm3VSgw,@valentindascalu8356,"Băsescu un securist care a distrus România,un alcolist.",2025-05-18T20:09:44Z,3,3,False
_1lKwm3VSgw,@lenutaiordache4851,Victorie !Avem președinte Nicușor Dan 🙏🏻🙏🏻🙏🏻👏🍀,2025-05-18T21:58:49Z,3,0,False
_1lKwm3VSgw,@radiokiler66,Mucusori va învățat sistemul.,2025-05-18T19:35:10Z,3,0,False
_1lKwm3VSgw,@ioncrisan1654,Tradator,2025-05-18T20:06:35Z,3,0,False
_1lKwm3VSgw,@IonelLucan,Eara este chiorul asta ATI furat  voturilor de ac incepe filmul,2025-05-18T19:10:32Z,3,5,False
_1lKwm3VSgw,@haiduc959,Turnătorul de Băsescu nea alipit cu Rusofoni din R.moldova . Acum Bolojan nea alipit cu Maia Sandu.  Rușine.,2025-05-18T19:26:19Z,3,0,False
_1lKwm3VSgw,@Razvan_George10,"Circarii sa meargă la circ, nu in conducerea țării! Romania a învins, noi am învins!",2025-05-19T09:17:29Z,2,1,False
_1lKwm3VSgw,@Mes-j6x,"Ieri la ambasada Frantei mirosul de parfum si lume buna acaparase ambasada. Fara treninguri , fara tatuaje de puscariasi , fara opariti la fata , fara mahmuri si lipsa totala a canetelor de bere spune ca lumea buna a iesit masiv la vot ! Se vedea clar ca oamenii care se rusineaza de  cocalari si de aia imbracati in trenig au iesit masiv la vot.",2025-05-18T19:39:14Z,2,0,False
_1lKwm3VSgw,@singur3585,Nicusor Dan trebuie internat la Obreja homosexual imputit,2025-05-18T21:27:33Z,2,1,False
_1lKwm3VSgw,@tudorcapsa1192,"Este clar pentru toată lumea civilizată de pe Glob că România a fost salvată datorită 
participării masive la votul din 18.05.2025 a celor cetățeni români, care cu adevărat au dorit menținerea cursului euroatlantic/benefic al națiunii, așa cum a salvat majoritatea covărșitoare a nemților înțelepți Germania prin votul lor decisiv/masiv de la scrutinul crucial parlamentar din februarie curent de pericolul de moarte ce venea nestăvilit de la partidul extremist/putinist ”Alternativa pentru Germania” tot așa cum  venea năpasta până la ultimul vot de la liderul putinist al ”AUR”-lui(finanțat generos de Ambasada Rusiei în Romania și de alte centre rașiste destructive) în oropsita țară românească dezbinată de suveraniști atât de dramatic...",2025-05-18T19:26:49Z,2,0,False
_1lKwm3VSgw,@isaacbota5903,Trădătorii,2025-05-18T22:29:28Z,2,0,False
_1lKwm3VSgw,@mariarosu3932,Aceeasi strategie pe care ai avut o Basescu cand l ai dat jos pe geoana!,2025-05-18T19:45:18Z,2,1,False
_1lKwm3VSgw,@agnesnagy3547,Felicitari,2025-05-18T20:54:01Z,2,0,False
_1lKwm3VSgw,@Mona-yr2sg,Nicii unul nus sa fie preseditii,2025-05-18T19:26:00Z,2,0,False
_1lKwm3VSgw,@chriaolsk,Acum nu se mai amână alegerile???,2025-05-18T19:46:13Z,2,0,False
_1lKwm3VSgw,@erikerik8343,ISI DA CU PAREREA UN BETIV,2025-05-18T19:47:59Z,2,0,False
_1lKwm3VSgw,@Yamaczeyn,Iar o să recunoasteti după ceva timp ca ați susținut canditatul greșit gunoaielor!,2025-05-18T20:14:14Z,2,0,False
_1lKwm3VSgw,@mihaiilie7374,😅 Ali-baba flota româneasca aflat in treaba mare😅,2025-05-18T19:48:56Z,2,1,False
_1lKwm3VSgw,@carmenflorescu5908,Basescule nu mai pune paie pe foc,2025-05-18T19:39:35Z,2,0,False
_1lKwm3VSgw,@dorinapiste,Ammmammm marș basescu,2025-05-18T20:16:07Z,2,0,False
_1lKwm3VSgw,@marianaadam9594,O sa mincattii toții Mucii care l-ați votat acest Drăcușor,2025-05-18T22:12:54Z,2,3,False
_1lKwm3VSgw,@danielaszekeres7828,Facatura,2025-05-18T20:33:27Z,2,0,False
_1lKwm3VSgw,@v.madalinionita2200,O sa mai pupam in 5 ani cu nicusor dan la putere,2025-05-18T22:56:37Z,2,0,False
_1lKwm3VSgw,@VasilePanait-l8d,Tu ce plm ai făcut 😂😂😂🎉,2025-05-18T19:58:44Z,2,0,False
_1lKwm3VSgw,@MariaBrata-d8v,Felicitari domnule NICUȘOR DAN PREȘEDINTELE ROMÂNIEI ❤❤❤😂😂😂😂😂😂DOMNUL SĂ TE AJUTE,2025-05-18T23:29:57Z,2,0,False
_1lKwm3VSgw,@johntaylor5925,Cel mai tare ar fi daca Nicusor ar castiga in Rusia😂,2025-05-18T19:50:54Z,2,1,False
_1lKwm3VSgw,@chriaolsk,Acum daca a iesit omul sistemul numai opriți alegirile va convine ?,2025-05-18T19:47:24Z,2,0,False
_1lKwm3VSgw,@vasiledraghici803,"Nu mai mînca,treci la băutură",2025-05-18T19:28:31Z,2,0,False
_1lKwm3VSgw,@ContiuAlexandru-b2r,Frica de puscarie.,2025-05-18T19:38:12Z,2,0,False
_1lKwm3VSgw,@elasofronescu1659,Hiiii chiorule,2025-05-18T21:30:39Z,2,0,False
_1lKwm3VSgw,@SiminaAlexa-f1o,Un hot el stie cel mai bine,2025-05-18T20:09:23Z,2,0,False
_1lKwm3VSgw,@Lin-6311,"De undevstiti, chiar nu va e rusine? Care președinte ales? Președintele pus de servicii....si, inca, nu e clar ...mai luptați baieti....mai e si diaspora",2025-05-18T19:53:12Z,2,0,False
_1lKwm3VSgw,@mariop9960,SEMEON +  🐴 = LOVE,2025-05-18T20:22:37Z,2,0,False
_1lKwm3VSgw,@natalianatalia3885,Ceati facut mai pacatosilorrr marsh,2025-05-18T20:21:49Z,2,0,False
_1lKwm3VSgw,@vasileroman9998,"Penalu asta de base ce tot vb 
Cind merge la.beciu domnesc si asta😅",2025-05-18T21:20:50Z,2,0,False
_1lKwm3VSgw,@AlexandrinaDumitru-j7t3j,Base betivvu,2025-05-18T20:40:47Z,2,0,False
_1lKwm3VSgw,@eugenradu9217,Mulțumim tuturor și în special domnului Basescu❤,2025-05-19T07:05:39Z,1,0,False
_1lKwm3VSgw,@burgaemil2566,Ciao. Viata lungo dl.presedinte Băsescu.,2025-05-19T09:19:29Z,1,0,False
_1lKwm3VSgw,@iongavriloaie1520,😂😂😂,2025-05-18T19:16:43Z,1,0,False
_1lKwm3VSgw,@doreliandru_5124,Sictir !,2025-05-18T22:07:31Z,1,0,False
_1lKwm3VSgw,@CavIoana-s3p,Nu,2025-05-18T19:48:05Z,1,0,False
_1lKwm3VSgw,@danieladobra9367,"Suntem sătui sătui  de minciuni să vedem de ce e capabil Nicușor , fapte că de păreri și opini suntem sătui",2025-05-19T07:15:19Z,1,2,False
_1lKwm3VSgw,@belagroza8446,Din Franța am votat Nicusor Dan,2025-05-19T04:53:27Z,1,0,False
_1lKwm3VSgw,@petrianeagu5826,"In Spania Au votat decit 180 000 de cetatenii .Foarte Putin fata de cit sintem in Spania ,evidenta romanilor din Spania e de 500000 de mii de Romaní .",2025-05-18T19:41:29Z,1,0,False
